Article,Topic
"If the Supreme Court follows through on overturning Roe v. Wade, abortion likely will be banned or greatly restricted in about half the U.S. states. But experts and advocates fear repercussions could reach even further, affecting care for women who miscarry, couples seeking fertility treatments and access to some forms of contraception.

Many conservatives insist they are only interested in curtailing abortion, and legislation passed so far often has exceptions for other reproductive care. But rumblings from some in the GOP have experts concerned, and laws banning abortion could also have unintended side effects.

“The rhetoric has been really increasing over the last several years,” said Mara Gandal-Powers, the director of birth control access at the National Women’s Law Center. “There’s definitely a domino effect which I think people are really starting to wake up to and see this is how far it could go.”

If Roe is overturned, as suggested by a leaked draft opinion, states will set their own abortion laws, and conservative lawmakers are already passing a steady stream of deeply restrictive regulations. Oklahoma lawmakers, for example, passed legislation Thursday banning abortion at conception, the strictest in the nation.",Medicine
"Parents hoping to get their youngest children vaccinated against COVID-19 got some encouraging news Monday.

Pfizer said three small doses of its vaccine offers strong protection to youngsters under 5, according to preliminary data. That news comes a month after Moderna said it would ask regulators to OK its two doses tor the youngest kids.

But a few steps remain before the shots are available. Health officials and their expert panels must first decide they are safe enough and provide enough protection to authorize them. U.S. Food and Drug Administration vaccine chief Dr. Peter Marks has pledged the agency will “move quickly without sacrificing our standards” in evaluating tot-sized doses from both Pfizer and Moderna.

The FDA has tentatively set a June 15 date for its scientific advisers to publicly review the two companies' vaccines. After the advisers weigh in, the FDA determines whether to authorize the shot.

Moderna is seeking clearance for two low-dose shots for children under age 6 while Pfizer hopes to offer three extra-low doses to kids under age 5 — differences due to how each company studied its vaccine. Currently the U.S. recommends vaccinations for everyone age 5 and older, and Pfizer is the only option for those children. Moderna for now is used only in adults in the U.S.

CDC REVIEW

If either vaccine is cleared for the littlest kids, the Centers for Disease Control and Prevention would have to recommend whether all babies, toddlers and preschoolers should receive them or only those at high risk of a serious illness.

The CDC would convene its own panel of advisers to debate the recommendation before issuing its official guidance.

ROLLOUT

The Biden administration has said the shots will roll out rapidly, and most tots are expected to be vaccinated in pediatricians' offices or health clinics. It’s not clear how much demand there will be to vaccinate the youngest kids, however. Pfizer shots for 5- to 11-year-olds opened in November, but only about 30% of that age group have gotten the recommended initial two doses.

___

The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institute’s Department of Science Education. The AP is solely responsible for all content.

Copyright 2022 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",Medicine
"President Joe Biden on Monday said that concern levels over monkeypox in the U.S. do not yet equal worries from the COVID-19 pandemic.

[ SEE: Latest Coronavirus and Vaccine News ]
“I just don’t think it rises to the level of the kind of concern that existed with COVID-19, and the smallpox vaccine works for it,” Biden said at a news conference Monday after meeting with Japanese Prime Minister Kishida Fumio. He added that he believes the U.S. has enough supply of the vaccine to “deal with the likelihood of the problem.”

It’s a more tempered statement than Biden made the day before, when he said that monkeypox is “something that everybody should be concerned about.”",Medicine
"Health officials remain perplexed by mysterious cases of severe liver damage in hundreds of young children around the world.

The best available evidence points to a fairly common stomach bug that isn't known to cause liver problems in otherwise healthy kids. That virus was detected in the the blood of stricken children but — oddly — it has not been found in their diseased livers.

“There's a lot of things that don't make sense,” said Eric Kremer, a virus researcher at the Institute of Molecular Genetics of Montpellier, in France.

As health officials in more than a dozen countries look into the mystery, they are asking: — Has there been some surge in the stomach bug — called adenovirus 41 — that is causing more cases of a previously undetected problem?

— Are children more susceptible due to pandemic-related lockdowns that sheltered them from the viruses kids usually experience?

— Is there some mutated version of the adenovirus causing this? Or some other not-yet-identified germ, drug or toxin?

— Is it some kind of haywire immune system reaction set off by a past COVID-19 infection and a later invasion by some other virus?

The U.S. Centers for Disease Control and Prevention and investigators around the globe are trying to sort out what's going on.

The illnesses are considered rare. CDC officials last week said they are now looking into 180 possible cases across the U.S. Most of the children were hospitalized, at least 15 required liver transplants and six died.

More than 20 other countries have reported hundreds more cases in total, though the largest numbers have been in the U.K. and U.S.

Symptoms of hepatitis — or inflammation of the liver — include fever, fatigue, loss of appetite, nausea, vomiting, abdominal pain, dark urine, light-colored stools, joint pain and jaundice.

The scope of the problem only started to become clear last month, though disease detectives say they have been working on the mystery for months. It's been maddeningly difficult to nail a cause down, experts say.

Conventional causes of liver inflammation in otherwise healthy kids — the viruses known as hepatitis A, B, C, D and E — didn't show up in tests. What’s more, the children came from different places and there seemed to be no common exposures.

What did show up was adenovirus 41. More than half of the U.S. cases have tested positive for adenovirus, of which there are dozens of varieties. In a small number of specimens tested to see what kind of adenovirus was present, adenovirus 41 came up every time.

The fact that adenovirus keeps showing up strengthens the case for it playing a role, but it's unclear how, Dr. Jay Butler, the CDC’s deputy director for infectious diseases, told The Associated Press.

Many adenoviruses are associated with common cold symptoms, such as fever, sore throat and pink eye. Some versions — including adenovirus 41 — can trigger other problems, including inflammation in the stomach and intestines. Adenoviruses previously have been linked to hepatitis in children, but mostly in kids with weakened immune systems.

Recent genetic analysis has turned up no evidence that a single new mutant version of the virus is to blame, said Dr. Umesh Parashar, chief of the CDC group focused on viral gut diseases.

Adenovirus infections are not systematically tracked in the U.S., so it's not clear if there's been some recent surge in virus activity. In fact, adenoviruses are so common that researchers aren't sure what to make of their presence in these cases.

“If we start testing everybody for the adenovirus, they will find so many kids” that have it, said Dr. Heli Bhatt, a pediatric gastroenterologist who treated two Minnesota children with the liver problems.

One was a child who came in nearly five months ago with liver failure. Doctors couldn't figure why. Unfortunately, “not having a cause is something that happens,” Bhatt said. Roughly a third of acute liver failure cases go unexplained, experts have estimated.

Bhatt said the second child she saw got sick last month. By that time, health officials had been drawing attention to cases, and she and other doctors began going back and reviewing unexplained illnesses since October.

Indeed, many cases added to the tally in the last few weeks were not recent illnesses but rather earlier ones that were re-evaluated. About 10% of the U.S. cases occurred in May, Butler said. The rate seems to be relatively flat since the fall, he added.

It's possible that doctors are merely discovering a phenomenon that's been going on for years, some scientists said.

COVID-19 vaccination has been ruled out because ""the vast majority of these children are unvaccinated,” Butler explained.

But past infection with the coronavirus itself might be factor, scientists say.

The CDC recently estimated that, as of February, 75% of U.S. children had been infected.

Only 10% to 15% of the children with the mysterious hepatitis had COVID-19, according to nasal swab tests given when they checked into a hospital, health officials say.

But investigators are wondering about previous coronavirus infections. It's possible that coronavirus particles lurking in the gut are playing a role, said Petter Brodin, a pediatric immunologist at Imperial College London.

In a piece earlier this month in the medical journal Lancet, Brodin and another scientist suggested that a combination of lingering coronavirus and an adenovirus infection could trigger a liver-damaging immune system reaction.

“I think it's an unfortunate combination of circumstances that could explain this,” Brodin told the AP.

Butler said researchers have seen complex reactions like that before, and investigators are discussing ways to better check out the hypothesis.

He said it was “not out of the realm of plausibility, at all.""

A Case Western Reserve University preprint study, which has yet to be peer reviewed, suggested children who had COVID-19 had a significantly higher risk of liver damage.

Dr. Markus Buchfellner, a pediatric infectious diseases doctor at the University of Alabama at Birmingham, was involved in the identification of the first U.S. cases in the fall.

The illnesses were “weird” and concerning, he said. Six months later, “we don’t really know exactly what we’re dealing with.”",Medicine
"A 35-ton shipment of hypoallergenic baby formula from Switzerland arrived in the United States on Sunday, the first delivery in what the Biden administration is calling ""Operation Fly Formula"" to deal with a nationwide shortage.

The 132 pallets of formula arrived in Indianapolis on a military C-17 cargo plane from Germany, and will be fed to babies intolerant of the protein supplied by cow's milk, CNN reported.

The shipment of Nestle Health Science formula is expected to provide enough formula for 9,000 babies and 18,000 toddlers for one week, Agriculture Secretary Tom Vilsack said as he greeted the delivery in Indianapolis.

""It is a large shipment of very specific and specialized formula. Formula for moms and dads who have children who have allergies where the regular formula just simply will not work,"" Vilsack said at a news briefing.

None of the shipment will be for sale on store shelves because it's designated for these babies most in need.

A second shipment of 114 pallets of Gerber Good Start Extensive HA infant formula is expected to take place soon, according to the White House.

All told, these first rounds of shipments are expected to be the equivalent of 1.5 million doses of eight-ounce bottles, CNN said.

President Joe Biden announced Operation Fly Formula last week, directing the federal government to import formula from overseas.

On Sunday, the administration also announced two priority orders under the Defense Production Act for infant formula from Reckitt and Abbott Nutrition. The authorizations under the act will help the companies to more quickly receive the raw materials needed to produce formula.

Faced with mounting pressure to help desperate parents, Biden last Wednesday invoked the power of the wartime Defense Production Act to get more of the precious product into American homes.

Under the new powers, the federal government can use commercial aircraft or air cargo planes owned by the Defense Department to transport infant formula from countries abroad and fly it into the United States, getting it more rapidly onto store shelves.

The U.S. Food and Drug Administration also announced last week that it was expediting the approvals process, so that foreign suppliers of baby formula could quickly get their products into the United States.

""I know parents all across the country are worried about finding enough infant formula to feed their babies — as a parent and as a grandparent, I know just how stressful that is,"" Biden said in a video posted on Twitter last week. He said he was ordering his administration ""to do everything possible to ensure there's enough safe baby formula and that it's quickly reaching families that need it the most.""

Early last week the FDA also announced that an Abbott Nutrition baby formula manufacturing facility in Michigan that has been closed since February due to safety issues will likely soon resume operations, helping to further boost supply.",Medicine
"Pfizer on Monday reported that a third COVID-19 vaccine dose in children under the age of 5 produced a “strong” immune response.

[ SEE: Latest Coronavirus and Vaccine News ]
The company, along with its partner BioNTech, reported that the three-dose series for kids six months to 5 years old was 80% effective at preventing symptomatic infection during the omicron wave.

“Our COVID-19 vaccine has been studied in thousands of children and adolescents, and we are pleased that our formulation for the youngest children, which we carefully selected to be one-tenth of the dose strength for adults, was well tolerated and produced a strong immune response,” Pfizer CEO Albert Bourla said in a statement.

The company plans to submit the data to the Food and Drug Administration this week.

[ READ: CDC: Nearly Half of U.S. Should Consider Masks ]
The development is likely a relief to many parents of kids in the age group, who have been strung along for months waiting to hear more about the shots as studies faced multiple setbacks. It is the only age group remaining that doesn’t have access to the coronavirus vaccine.

Still, it’s likely that the majority of parents won’t get their kids the shots. A survey from February found that 31% of parents of children in the age range will get their kid vaccinated right away if a vaccine is authorized.

The FDA last week authorized a third vaccine dose for children as young as 5 years old, citing increasing infections among kids during the omicron wave and waning vaccine efficacy for its decision to expand the shots.

“While it has largely been the case that COVID-19 tends to be less severe in children than adults, the omicron wave has seen more kids getting sick with the disease and being hospitalized, and children may also experience longer term effects, even following initially mild disease,” FDA Commissioner Robert Califf said in a statement.",Medicine
"Pfizer on Monday reported that a third COVID-19 vaccine dose in children under the age of 5 produced a “strong” immune response.

[ SEE: Latest Coronavirus and Vaccine News ]
The company, along with its partner BioNTech, reported that the three-dose series for kids six months to 5 years old was 80% effective at preventing symptomatic infection during the omicron wave.

“Our COVID-19 vaccine has been studied in thousands of children and adolescents, and we are pleased that our formulation for the youngest children, which we carefully selected to be one-tenth of the dose strength for adults, was well tolerated and produced a strong immune response,” Pfizer CEO Albert Bourla said in a statement.

The company plans to submit the data to the Food and Drug Administration this week.

[ READ: CDC: Nearly Half of U.S. Should Consider Masks ]
The development is likely a relief to many parents of kids in the age group, who have been strung along for months waiting to hear more about the shots as studies faced multiple setbacks. It is the only age group remaining that doesn’t have access to the coronavirus vaccine.

Still, it’s likely that the majority of parents won’t get their kids the shots. A survey from February found that 31% of parents of children in the age range will get their kid vaccinated right away if a vaccine is authorized.

The FDA last week authorized a third vaccine dose for children as young as 5 years old, citing increasing infections among kids during the omicron wave and waning vaccine efficacy for its decision to expand the shots.

“While it has largely been the case that COVID-19 tends to be less severe in children than adults, the omicron wave has seen more kids getting sick with the disease and being hospitalized, and children may also experience longer term effects, even following initially mild disease,” FDA Commissioner Robert Califf said in a statement.",Medicine
"COVID-19 might be easing into a new status as a widely circulating and somewhat harsher version of the common cold, experts say — a virus that folks could contract repeatedly, even if they were recently infected.

""[SARS-CoV-2] is destined to join four of its family members and become an endemic coronavirus that will repeatedly infect individuals throughout their lifetimes,"" said Dr. Amesh Adalja, of Johns Hopkins Center for Health Security, referring to the four circulating coronaviruses that cause the common cold.

""It will become one of several respiratory viruses that people contend with, and will become increasingly less disruptive and more manageable with medical countermeasures and the population's risk acclimatization,"" he added.

With the advent of the Omicron strain, SARS-CoV-2 has become much more adept at reinfecting even those who have some immune protection against COVID-19.

Studies have estimated that the rate of Omicron infections is six to eight times higher than Delta infections in the United States. But the true rate is unknown, because many infections are unreported as people test at home.

COVID-19 vaccines and previous infections might protect against severe disease, but neither has been able to prevent some folks from catching the virus again and again.

""It may well be that this virus now has mutated so that it's highly contagious but produces, by and large, mild illness,"" said Dr. William Schaffner, medical director of the National Foundation for Infectious Diseases. ""This is a family of viruses that does not produce sustained immune protection, so it's likely that we can, as we already are seeing, get reinfected periodically.""

And unlike influenza but like the common cold, COVID has the potential to become a year-round irritant.

While COVID-19 waves are more intense in winter months, as people go indoors and infection risk rises, the coronavirus also is capable of producing outbreaks in the summer, Schaffner said.

""Influenza essentially disappears from April through about September or October, and then we have very dramatic seasonal outbreaks,"" he said. ""COVID's not like that. We've had summer outbreaks. We've had winter outbreaks. It can produce disease at any time of the year.""

A small fraction of people who contract COVID-19 will run the risk of long-term symptoms, due to the virus' ability to cause severe immune overreactions in some that lead to nerve and organ damage, the experts said.

""We're getting a better handle on it, but that doesn't mean we can't learn a lot more"" about long-haul COVID, said Dr. Aaron Glatt, chief of infectious diseases at Mount Sinai South Nassau in Oceanside, N.Y. ""That is one of the concerns about this illness that may not be as much of a concern with flu or other circulating viruses, that they don't seem to have the long-term side effects as COVID.""",Medicine
"With Roe v. Wade hanging in the balance and nearly half of all American states ready to practically ban abortion if the leaked draft opinion from the Supreme Court stands, the realities of giving birth in this country are being put under a microscope, and for good reason.

""Today, [America] is considered the most dangerous developed nation in the world in which to give birth,"" said Stacey Stewart, president and CEO of the March of Dimes.

""Our rates in the U.S. of maternal mortality have actually doubled over the past 30 years, where in every other highly industrialized country their rates of maternal mortality have been declining,"" Stewart said in a HealthDay Now interview.

There are also glaring disparities. Black women are three times more likely to die from causes linked to pregnancy than white women, according to the U.S. Centers for Disease Control and Prevention.

""So we are unique,"" Stewart said, noting the United States is in a position of ""really failing far too many moms and babies, especially moms and babies of color.""

The CDC estimates that about 60% of maternal deaths are preventable, but not enough women receive the comprehensive medical care they need. Access to quality health care throughout pregnancy -- from conception to delivery and well into the postpartum period -- plays a fundamental role in maternal mortality.

Reducing maternal deaths will require expanded access to routine maternity care to ensure that signs of a complication can be quickly spotted and treated, and underlying conditions can be closely monitored.

Scarce maternity care

According to the March of Dimes, about 7 million women ages 15 to 44 cannot obtain maternity care in their area or have dangerously scarce options. Of these 7 million women, more than 1 in 3 are women of color. ""We know that in 54% of all the counties in the country, there is little to no access to obstetric care,"" Stewart said.

Many women feel this neglect. In a survey conducted by the Harris Poll in partnership with HealthDay, 76% of women strongly or somewhat agreed that there's not enough focus on health care for mothers after pregnancy and birth, and 71% strongly or somewhat agreed that it feels like mothers are forgotten once the baby is born.

Other contributing factors include gaps in insurance coverage that leave mothers without prenatal or postpartum care and high rates of preexisting conditions. Offering women options to prevent unwanted pregnancies is associated with lower maternal mortality rates, adding to concerns that a reversal of Roe v. Wade could have deadly implications for mothers. States with restrictive abortion laws already tend to have higher maternal mortality rates.

All of these forces disproportionately affect women of color, but Black mothers face additional, more systemic threats. ""Eighty percent of our health is really determined by how we live, whether or not we have access to safe, decent housing, good nutrition, access to good care and all of those things,"" Stewart said.

Dr. Chereena Walker, 33, a hospitalist in Kansas City, Mo., and mother of two, has experienced what too many women of color can relate to: Despite her position as a trained physician, she struggled to have her voice heard by her own doctors as she experienced complications throughout each of her pregnancies.

Walker has a history of asthma, which can up the risk of complications during pregnancy. Like many other preexisting conditions linked to high-risk pregnancies, asthma strikes Black women at significantly higher rates than white women.

During Walker's first pregnancy, an asthma flare-up at 25 weeks landed her in the hospital, where she was intubated for three days to regain control of her breathing. She found herself in the intensive care unit again during her second pregnancy after developing a respiratory virus and severely low oxygen levels. At that time, the doctors also discovered a small hole in her heart, called a patent foramen ovale, or PFO.

While she carried both pregnancies to term and brought two healthy babies into the world, Walker and her husband were fearful of trying for a third.",Medicine
"Some lots of Jif brand peanut butter are being recalled as health officials investigate a multistate outbreak of Salmonella illness tied to the products.

Fourteen illnesses (including two hospitalizations) tied to the Salmonella Senftenberg strain of the bacteria have occurred in Arkansas, Georgia, Illinois, Massachusetts, Missouri, Ohio, North Carolina, New York, South Carolina, Texas, Virginia and Washington, according to a statement from the U.S. Food and Drug Administration. No one has died from the illness.

""Five out of five people reported consuming peanut butter and four of the five people specifically reported consuming different varieties of Jif brand peanut butter prior to becoming ill,"" according to a U.S. Centers for Disease Control and Prevention investigation, the FDA said.

In response, the J.M. Smucker Company is voluntarily recalling certain lots of Jif brand peanut butter products. Those included in the recall have lot code numbers between 1274425 and 2140425 (only if the first seven digits end with 425). All of the recalled lots were manufactured in Lexington, Kentucky.

Check the FDA website for a full list of the lot code numbers under recall.

Consumers, restaurants and retailers should not eat, sell or serve any of the recalled products, the FDA said. The product has a two-year shelf life, so consumers should check the labeling of any Jif peanut butter in their home, the agency added. If you find that you have used the recalled products, wash and sanitize any surfaces and utensils that could have touched the peanut butter, the FDA advised.

In addition, anyone who may have eaten the product and has had symptoms of salmonella illness should contact their health care provider.

""Most people infected with Salmonella will begin to develop symptoms 12 to 72 hours after infection. The illness, salmonellosis, usually lasts four to seven days and most people recover without treatment,"" according to the FDA.

""Most people with salmonellosis develop diarrhea, fever and abdominal cramps,"" the agency added. ""More severe cases of salmonellosis may include a high fever, aches, headaches, lethargy, a rash, blood in the urine or stool, and in some cases may become fatal.""",Medicine
"Some lots of Jif brand peanut butter are being recalled as health officials investigate a multistate outbreak of Salmonella illness tied to the products.

Fourteen illnesses (including two hospitalizations) tied to the Salmonella Senftenberg strain of the bacteria have occurred in Arkansas, Georgia, Illinois, Massachusetts, Missouri, Ohio, North Carolina, New York, South Carolina, Texas, Virginia and Washington, according to a statement from the U.S. Food and Drug Administration. No one has died from the illness.

""Five out of five people reported consuming peanut butter and four of the five people specifically reported consuming different varieties of Jif brand peanut butter prior to becoming ill,"" according to a U.S. Centers for Disease Control and Prevention investigation, the FDA said.

In response, the J.M. Smucker Company is voluntarily recalling certain lots of Jif brand peanut butter products. Those included in the recall have lot code numbers between 1274425 and 2140425 (only if the first seven digits end with 425). All of the recalled lots were manufactured in Lexington, Kentucky.

Check the FDA website for a full list of the lot code numbers under recall.

Consumers, restaurants and retailers should not eat, sell or serve any of the recalled products, the FDA said. The product has a two-year shelf life, so consumers should check the labeling of any Jif peanut butter in their home, the agency added. If you find that you have used the recalled products, wash and sanitize any surfaces and utensils that could have touched the peanut butter, the FDA advised.

In addition, anyone who may have eaten the product and has had symptoms of salmonella illness should contact their health care provider.

""Most people infected with Salmonella will begin to develop symptoms 12 to 72 hours after infection. The illness, salmonellosis, usually lasts four to seven days and most people recover without treatment,"" according to the FDA.

""Most people with salmonellosis develop diarrhea, fever and abdominal cramps,"" the agency added. ""More severe cases of salmonellosis may include a high fever, aches, headaches, lethargy, a rash, blood in the urine or stool, and in some cases may become fatal.""",Medicine
"Some lots of Jif brand peanut butter are being recalled as health officials investigate a multistate outbreak of Salmonella illness tied to the products.

Fourteen illnesses (including two hospitalizations) tied to the Salmonella Senftenberg strain of the bacteria have occurred in Arkansas, Georgia, Illinois, Massachusetts, Missouri, Ohio, North Carolina, New York, South Carolina, Texas, Virginia and Washington, according to a statement from the U.S. Food and Drug Administration. No one has died from the illness.

""Five out of five people reported consuming peanut butter and four of the five people specifically reported consuming different varieties of Jif brand peanut butter prior to becoming ill,"" according to a U.S. Centers for Disease Control and Prevention investigation, the FDA said.

In response, the J.M. Smucker Company is voluntarily recalling certain lots of Jif brand peanut butter products. Those included in the recall have lot code numbers between 1274425 and 2140425 (only if the first seven digits end with 425). All of the recalled lots were manufactured in Lexington, Kentucky.

Check the FDA website for a full list of the lot code numbers under recall.

Consumers, restaurants and retailers should not eat, sell or serve any of the recalled products, the FDA said. The product has a two-year shelf life, so consumers should check the labeling of any Jif peanut butter in their home, the agency added. If you find that you have used the recalled products, wash and sanitize any surfaces and utensils that could have touched the peanut butter, the FDA advised.

In addition, anyone who may have eaten the product and has had symptoms of salmonella illness should contact their health care provider.

""Most people infected with Salmonella will begin to develop symptoms 12 to 72 hours after infection. The illness, salmonellosis, usually lasts four to seven days and most people recover without treatment,"" according to the FDA.

""Most people with salmonellosis develop diarrhea, fever and abdominal cramps,"" the agency added. ""More severe cases of salmonellosis may include a high fever, aches, headaches, lethargy, a rash, blood in the urine or stool, and in some cases may become fatal.""",Medicine
"Organs from donors who died of drug overdoses helped keep the number of U.S. liver transplants steady during the first year of the COVID-19 pandemic, a new study finds.

""When the pandemic began, we saw no decline in liver transplants, which seemed surprising since many surgeries were canceled or postponed,"" said lead author Peter Lymberopoulos, a fourth-year medical student at St. George’s University in Grenada.

""Sadly, a key reason seems to be a surge of organ donors who died from drug overdose,"" he said in an American Gastroenterological Association news release.

Drug overdoses represent a public health crisis in the United States. Last year, more than 107,600 Americans died from drug overdoses, a record number, the U.S. Centers for Disease Control and Prevention said recently.

The researchers used the U.S. organ donation registry of the United Network for Organ Sharing for the study. They analyzed data on donors of all solid organ transplants, including livers, during the 14 months before the start of the COVID pandemic (Jan. 1, 2019 to Feb. 29, 2020) and the 14 months after it began (May 1, 2020 to June 30, 2021).

""Among liver transplants, we found that the number of overdose donors rose at a surprising rate in the pandemic's first 14 months, compared to the previous 14 months,"" Lymberopoulos said.

""Organ transplants are experiencing success, but it often comes at a cost. In many cases, that cost is primarily young males dying prematurely from overdoses,"" he said.

The percentage of livers from donors who died of overdoses rose by 26% -- from about 15% to just over 18% -- from the pre-COVID period to the COVID period. The use of drug overdose donors for all solid organ transplants increased by almost a third, from about 14% to a little over 17%.

Transplants that occurred in March and April 2020 were excluded from the study due to COVID-related disruptions at hospitals in those months.

The study authors plan to investigate whether the trend continued into the second year of the pandemic.

Lymberopoulos presented the findings Sunday at the American Gastroenterological Association's Digestive Disease Week meeting, in San Diego. Research presented at meetings is usually considered preliminary until published in a peer-reviewed medical journal.

Many overdose victims are young and have few or no other health conditions, such as high blood pressure or diabetes, which would affect the chances of transplant success.",Medicine
"Babies delivered by cesarean section are no more likely to have food allergies during their first year of life than other infants, according to an Australian study.

The association between type of delivery and food allergy risk had been unclear, so researchers decided to take a closer look.

For the study, they analyzed data on more than 2,000 infants in Australia; 30% were delivered by C-section. The rate of food allergy at 12 months of age among babies born by C-section was 12.7%, compared with 13.2% among those delivered vaginally.

""Additionally, there was no difference in likelihood of food allergy if the cesarean was performed before or after the onset of labor, or whether it was an emergency or elective cesarean,"" said study co-author Rachel Peters. She is an associate professor at Murdoch Children's Research Institute in Melbourne.

The findings were published online May 18 in the Journal of Allergy and Clinical Immunology: In Practice.

It was thought that a lack of exposure to bacteria from the mother's vagina might put C-section infants at increased risk for food allergy, Peters said.

""The infant immune system undergoes rapid development during the neonatal period,"" and the type of delivery may interfere with the normal development of the immune system, she said.

""Babies born by cesarean have less exposure to the bacteria from the mother's gut and vagina, which influences the composition of the baby's microbiome and immune system development. However, this doesn't appear to play a major role in the development of food allergy,"" Peters said in an institute news release.

The findings can help health care providers assess the risks and benefits of C-section and provide reassurance for mothers who require one, Peters added.

In a related study, Peters and her colleagues found that 30% of peanut allergy and 90% of egg allergy naturally resolves by 6 years of age. But infants with early-onset and severe eczema and multiple allergies were less likely to outgrow their egg and peanut allergies.

Those babies should be targeted for early trials to evaluate new treatments for food allergy, such as oral immunotherapy, according to Peters.

The second study was published online May 18 in the Journal of Allergy and Clinical Immunology.",Medicine
"Americans with sickle cell disease who have private insurance face average out-of-pocket costs of $1,300 a year and a lifetime total of $44,000, new research reveals.

That means that their out-of-pocket expenses are nearly four times higher compared to people without the inherited blood disorder, the new study found.

""Identifying ways to reduce the burden many people living with [sickle cell disease] face is a critical part of coordinated research,"" said study author Kate Johnson, who completed the analysis while at the University of Washington, in Seattle. ""We hope this analysis complements the larger scientific quest to identify cures for sickle cell disease.""

For the study, Johnson and her team analyzed private health insurance claims filed between 2007 and 2018 by nearly 21,000 people under 65 with sickle cell disease and more than 33,000 without the disease.

The average age of sickle cell patients was 25; their average life expectancy was 51 years for women and 50 for men. That compared to an average life expectancy of 62 for women and 60 for men without sickle cell disease who were included in the review. (Americans' average life expectancy is 77 years, according to the U.S. Centers for Disease Control and Prevention.)

The investigators found that people with sickle cell disease had more medical appointments, more urgent care and emergency visits, more prescriptions and higher out-of-pocket costs than those without the disease.

Those costs peaked between ages 13 and 24. That's when many people with sickle cell disease switch from pediatric to adult care and may have increased medical visits, according to the authors of the U.S. National Institutes of Health (NIH)-supported study.

The researchers noted that their study included only the one-third of U.S. sickle cell patients covered by private insurance. Costs may be even higher for those covered by Medicaid or Medicare, or the uninsured, they added in an NIH news release.

Johnson and her colleagues suggested that future research could include an examination of the indirect costs of sickle cell disease, such as family caregiving and reduced productivity. They noted that some previous research suggests that people with sickle cell lose about $700,000 over their lifetime because they can't work.

Sickle cell disease affects about 100,000 people in the United States and millions worldwide.

The findings were published online May 16 in the journal Blood Advances.",Medicine
"If you have both asthma and seasonal allergies, there are ways to reduce the impacts of that double whammy, an expert says.

People with asthma, a chronic lung condition, should try to control or prevent allergic outbreaks, said Dr. Miranda Curtiss, an assistant professor at the University of Alabama at Birmingham School of Medicine.

Nasal steroids and nasal antihistamines are among the easiest and most effective way to defend against seasonal allergies, she said. Moreover, they're inexpensive and available over-the-counter or by prescription, Curtiss added.

Allergy shots are another option.

""Allergy shots can be helpful for patients with seasonal and year-round allergies,"" Curtiss said in a university news release. ""However, these are a long-term investment that require planning to continue therapy for three to five years for maximal benefit. Asthmatics who want to start allergy shots need to have their asthma under good control first before starting shots.""

During peak pollen conditions, it's also important to keep your house or car windows closed and use central air conditioning, she advised.

""Changing your clothes when possible and showering after entering the house can be helpful as well,"" Curtiss said.

Indoor allergens — such as dust mites, molds, cockroaches and pets — tend to be present year-round, but can fluctuate with factors that affect outdoor allergens.

""Because these are perennial, it's more difficult to notice how much they affect asthma and allergy symptoms, as compared to seasonal allergens, but they can have profound effects on asthma symptoms,"" Curtiss said. ""Overall, exposure to allergens seems to make allergic asthmatics more prone to have an exacerbation when they are sick with a viral infection.""

Regular use of asthma inhalers can help asthma patients control their symptoms. ""This is the absolute most important way for patients to protect themselves,"" Curtiss stressed.

Pay attention to how often you reach for your inhaler, she said.

If you need to use your rescue inhaler more than two times during the day per week or more than two times at night a month, your asthma is not controlled and you should talk to your doctor about boosting your treatment, she added.

""All asthma patients can protect themselves from severe exacerbations by paying attention to their symptoms each day and seeking help early at the start of a flare, when it's more likely to respond to treatment,"" Curtiss said. ""If an asthma patient is using more than one rescue inhaler per month, this is a major red flag and needs an urgent evaluation by a specialist.""",Medicine
"The first flights of infant formula from Europe, authorized by President Joe Biden to relieve a deepening U.S. shortage, will arrive in Indiana aboard military aircraft this weekend, the White House announced Friday.

The White House says 132 pallets of Nestlé Health Science Alfamino Infant and Alfamino Junior formula will leave Ramstein Air Base in Germany and arrive in the U.S. this weekend. Another 114 pallets of Gerber Good Start Extensive HA formula are expected to arrive in the coming days. Altogether about 1.5 million 8-ounce bottles of the three formulas, which are hypoallergenic for children with cow’s milk protein allergy, will arrive this week.

While Biden initially requested that the Pentagon use commercially chartered aircraft to move the formula from Europe to the U.S., the White House said no commercial flights were available this weekend. Instead, U.S. Air Force planes will transport the initial batch of formula.

The Biden administration has dubbed the effort “Operation Fly Formula,"" as it struggles to address nationwide shortages of formula, particularly hypoallergenic varieties, after the closure of the country's largest domestic manufacturing plant in February due to safety issues.",Medicine
